Ticket_#,Customer_Complaint,Date,Date_month_year,Time,Received_Via,City,State,Zip_code,Status,Filing_on_Behalf_of_Someone,Complaint_Type,Status_Group,Cleaned_Complaint
367222,internet being throttled by comcast,25-06-2015,25-Jun-15,10:30:10 PM,Internet,Irwin,Pennsylvania,15642,Pending,No,Internet Speed,Unresolved,internet being throttled by comcast
332137,"Service connection issues, increased billing, bad service, unfair trade practices",06-10-2015,06-Oct-15,9:59:30 AM,Internet,Islamorada,Florida,33036,Solved,No,Billing/Charges,Resolved,service connection issues increased billing bad service unfair trade practices
344623,Comcast - Virtually no service since October 2014,16-06-2015,16-Jun-15,10:14:07 PM,Internet,Jackson,Mississippi,39216,Solved,No,Service/Network,Resolved,comcast  virtually no service since october 
348982,recurring billing discrepancy regarding modem,18-06-2015,18-Jun-15,2:06:26 PM,Customer Care Call,Jackson,Mississippi,39211,Solved,No,Billing/Charges,Resolved,recurring billing discrepancy regarding modem
357307,Comcast Data Usage robbing us,22-06-2015,22-Jun-15,10:25:25 PM,Customer Care Call,Jackson,Mississippi,39209,Pending,No,Other/Technical,Unresolved,comcast data usage robbing us
370322,False advertising and overcharging,27-06-2015,27-Jun-15,6:02:50 PM,Customer Care Call,Jackson,Mississippi,39211,Open,No,Other/Technical,Unresolved,false advertising and overcharging
326255,xfinity Internet,06-05-2015,06-May-15,7:27:25 PM,Internet,Jacksonville,Arkansas,72076,Solved,No,Other/Technical,Resolved,xfinity internet
217474,Overcharged/excessive bill,04-03-2015,04-Mar-15,11:13:39 PM,Customer Care Call,Jacksonville,Florida,32246,Closed,No,Billing/Charges,Unresolved,overchargedexcessive bill
223428,Internet Fraud,04-08-2015,04-Aug-15,10:10:42 AM,Customer Care Call,Jacksonville,Florida,32257,Closed,No,Other/Technical,Unresolved,internet fraud
225592,"COMCAST INTERNET PROVIDER-JACKSONVILLE, FLORIDA",04-09-2015,04-Sep-15,12:15:15 AM,Internet,Jacksonville,Florida,32216,Closed,No,Other/Technical,Unresolved,comcast internet providerjacksonville florida
231989,Internet Service Changes between Comcast Business & Comcast Residential,13-04-2015,13-Apr-15,12:03:13 PM,Customer Care Call,Jacksonville,Florida,32258,Closed,No,Service/Network,Unresolved,internet service changes between comcast business  comcast residential
232097,Cannot Access OnlineBilling Account to pay bill. Account info changed without Authorization,13-04-2015,13-Apr-15,12:47:45 PM,Customer Care Call,Jacksonville,Florida,32218,Closed,No,Billing/Charges,Unresolved,cannot access onlinebilling account to pay bill account info changed without authorization
236100,Continued issue,14-04-2015,14-Apr-15,9:57:02 PM,Internet,Jacksonville,Florida,32225,Closed,No,Other/Technical,Unresolved,continued issue
244172,Internet Only Deal,20-04-2015,20-Apr-15,9:45:51 AM,Internet,Jacksonville,Florida,32256,Open,No,Other/Technical,Unresolved,internet only deal
218221,Customer Service from Comcast,04-04-2015,04-Apr-15,10:04:13 PM,Customer Care Call,Jacksonville,Florida,32218,Closed,No,Service/Network,Unresolved,customer service from comcast
222146,Comcast service billing,04-07-2015,04-Jul-15,3:25:33 PM,Customer Care Call,Jacksonville,Florida,32246,Closed,No,Billing/Charges,Unresolved,comcast service billing
240608,Comcast Speed Issue after Evening,16-04-2015,16-Apr-15,9:22:16 PM,Customer Care Call,Jacksonville,Florida,32216,Closed,No,Internet Speed,Unresolved,comcast speed issue after evening
243843,Comcast has not applied credit of close to $400,19-04-2015,19-Apr-15,7:10:00 PM,Customer Care Call,Jacksonville,Florida,32257,Closed,No,Other/Technical,Unresolved,comcast has not applied credit of close to 
246982,Comcast Complaint,21-04-2015,21-Apr-15,12:18:30 PM,Internet,Jacksonville,Florida,32207,Solved,Yes,Other/Technical,Resolved,comcast complaint
269604,Monopoly & Fraudulent Broadband Speedtest results,05-01-2015,05-Jan-15,8:36:36 PM,Customer Care Call,Jacksonville,Florida,32258,Closed,No,Internet Speed,Unresolved,monopoly  fraudulent broadband speedtest results
276082,COMCAST REFUSES TO SERVE MY ADDRESS,05-06-2015,05-Jun-15,1:29:58 PM,Internet,Jacksonville,Florida,32234,Solved,No,Other/Technical,Resolved,comcast refuses to serve my address
279901,Customer Service Nightmare,05-08-2015,05-Aug-15,11:14:11 AM,Customer Care Call,Jacksonville,Florida,32205,Solved,No,Service/Network,Resolved,customer service nightmare
282596,Commercial property damage,05-10-2015,05-Oct-15,4:51:25 PM,Internet,Jacksonville,Florida,32217,Solved,No,Other/Technical,Resolved,commercial property damage
282634,Non working service with Comcast,05-10-2015,05-Oct-15,6:31:06 PM,Internet,Jacksonville,Florida,32244,Solved,No,Service/Network,Resolved,non working service with comcast
294231,Issue with internet service,17-05-2015,17-May-15,9:39:37 PM,Customer Care Call,Jacksonville,Florida,32256,Solved,No,Service/Network,Resolved,issue with internet service
323897,Comcast cable tv,06-04-2015,06-Apr-15,4:45:24 PM,Internet,Jacksonville,Florida,32209,Closed,No,Other/Technical,Unresolved,comcast cable tv
338785,Complaints about comcast,13-06-2015,13-Jun-15,9:55:58 AM,Customer Care Call,Jacksonville,Florida,32256,Solved,No,Other/Technical,Resolved,complaints about comcast
340436,Comcast,15-06-2015,15-Jun-15,8:48:03 AM,Customer Care Call,Jacksonville,Florida,32217,Solved,No,Other/Technical,Resolved,comcast
344131,Comcast becoming a hassle,16-06-2015,16-Jun-15,5:41:23 PM,Internet,Jacksonville,Florida,32254,Closed,Yes,Other/Technical,Unresolved,comcast becoming a hassle
350578,Comcast,18-06-2015,18-Jun-15,8:42:27 PM,Customer Care Call,Jacksonville,Florida,32224,Solved,No,Other/Technical,Resolved,comcast
348935,Fraud,18-06-2015,18-Jun-15,1:53:10 PM,Customer Care Call,Jacksonville,Florida,32221,Solved,No,Other/Technical,Resolved,fraud
353640,Comcast Customer Service,20-06-2015,20-Jun-15,11:25:19 AM,Customer Care Call,Jacksonville,Florida,32210,Solved,No,Service/Network,Resolved,comcast customer service
362164,Comcast Internet Services and Customer Service is Horrible,24-06-2015,24-Jun-15,2:30:58 PM,Internet,Jacksonville,Florida,32225,Solved,No,Service/Network,Resolved,comcast internet services and customer service is horrible
365879,Loss of Internet connection,25-06-2015,25-Jun-15,3:27:21 PM,Customer Care Call,Jacksonville,Florida,32227,Solved,No,Other/Technical,Resolved,loss of internet connection
367492,internat essential,26-06-2015,26-Jun-15,9:20:38 AM,Customer Care Call,Jacksonville,Florida,32206,Solved,No,Other/Technical,Resolved,internat essential
367614,Lack of Service and Misleading Promises,26-06-2015,26-Jun-15,10:30:23 AM,Customer Care Call,Jacksonville,Florida,32204,Solved,No,Service/Network,Resolved,lack of service and misleading promises
364634,COMCAST SERVICE,25-06-2015,25-Jun-15,12:28:46 PM,Internet,Jacksonville,Florida,32210,Solved,Yes,Service/Network,Resolved,comcast service
324712,Comcast Internet Complaint,06-05-2015,06-May-15,8:35:05 AM,Customer Care Call,Jamaica Plain,Massachusetts,2130,Open,No,Other/Technical,Unresolved,comcast internet complaint
291385,Comcast services not working,15-05-2015,15-May-15,10:33:47 AM,Internet,Jeanette,Pennsylvania,15644,Solved,No,Service/Network,Resolved,comcast services not working
359166,Comcast charging ridiculous prices,23-06-2015,23-Jun-15,4:10:13 PM,Customer Care Call,Jensen Beach,Florida,34957,Solved,No,Other/Technical,Resolved,comcast charging ridiculous prices
222919,Comcast internet service,04-07-2015,04-Jul-15,8:25:12 PM,Customer Care Call,Jersey City,New Jersey,7302,Closed,No,Service/Network,Unresolved,comcast internet service
299168,Comcast internet performance,20-05-2015,20-May-15,1:47:14 PM,Internet,Jersey City,New Jersey,7305,Open,No,Other/Technical,Unresolved,comcast internet performance
317710,Comcast internet claiming 25 mbps internet but i get only 3 mbps and customer service representative hung up call repeateadly,06-01-2015,06-Jan-15,7:00:19 PM,Customer Care Call,Jersey City,New Jersey,7307,Closed,No,Service/Network,Unresolved,comcast internet claiming  mbps internet but i get only  mbps and customer service representative hung up call repeateadly
316966,Long term billing issue with rude customer service caused depression and trauma,06-01-2015,06-Jan-15,2:31:19 PM,Customer Care Call,Jersey City,New Jersey,7302,Solved,No,Billing/Charges,Resolved,long term billing issue with rude customer service caused depression and trauma
360381,Comcast incorrect and confusing billing,23-06-2015,23-Jun-15,10:37:48 PM,Customer Care Call,Jersey City,New Jersey,7302,Open,No,Billing/Charges,Unresolved,comcast incorrect and confusing billing
360707,Data caps & Monthly prices,24-06-2015,24-Jun-15,1:23:35 AM,Internet,Jesup,Georgia,31545,Solved,Yes,Other/Technical,Resolved,data caps  monthly prices
376274,"Installation Request - New Subdivision - Jesup, GA",30-06-2015,30-Jun-15,10:34:45 PM,Customer Care Call,Jesup,Georgia,31545,Open,No,Other/Technical,Unresolved,installation request  new subdivision  jesup ga
364296,Comcast Grievance,25-06-2015,25-Jun-15,11:32:20 AM,Customer Care Call,Joelton,Tennessee,37080,Solved,Yes,Other/Technical,Resolved,comcast grievance
241346,"Comcast -Exfinity customer service errors, lies and wasted time",17-04-2015,17-Apr-15,12:52:45 PM,Customer Care Call,Johns Creek,Georgia,30022,Closed,No,Service/Network,Unresolved,comcast exfinity customer service errors lies and wasted time
241356,"Comcast -Exfinity customer service errors, lies and wasted time",17-04-2015,17-Apr-15,12:56:00 PM,Customer Care Call,Johns Creek,Georgia,30022,Closed,No,Service/Network,Unresolved,comcast exfinity customer service errors lies and wasted time
250420,Comcast Very Bad /Rude customer service,22-04-2015,22-Apr-15,2:39:36 PM,Internet,Johns Creek,Georgia,30097,Closed,No,Service/Network,Unresolved,comcast very bad rude customer service
278815,Billing Dispute,05-07-2015,05-Jul-15,4:35:00 PM,Customer Care Call,Johns Island,South Carolina,29455,Solved,No,Billing/Charges,Resolved,billing dispute
354786,Comcast Cable,21-06-2015,21-Jun-15,5:41:11 PM,Internet,Johnson City,Tennessee,37615,Solved,No,Other/Technical,Resolved,comcast cable
252644,LIED TO!!! Now I'm suffering?!?! And at a loss!!!,23-04-2015,23-Apr-15,2:14:11 PM,Internet,Joliet,Illinois,60435,Closed,No,Other/Technical,Unresolved,lied to now im suffering and at a loss
233792,cyber bulling,14-04-2015,14-Apr-15,7:27:54 AM,Internet,Jonesboro,Georgia,30238,Closed,No,Other/Technical,Unresolved,cyber bulling
303352,Comcast Service,22-05-2015,22-May-15,12:49:19 PM,Customer Care Call,Jonesboro,Georgia,30238,Solved,No,Service/Network,Resolved,comcast service
322898,Comcast Business,06-04-2015,06-Apr-15,11:10:33 AM,Internet,Jonesboro,Georgia,30236,Solved,No,Other/Technical,Resolved,comcast business
345955,Service Complaint,17-06-2015,17-Jun-15,2:35:50 PM,Customer Care Call,Jonesborough,Tennessee,37659,Open,No,Service/Network,Unresolved,service complaint
294117,Comcast e-mail issues,17-05-2015,17-May-15,5:18:42 PM,Customer Care Call,Juno Beach,Florida,33134,Solved,No,Other/Technical,Resolved,comcast email issues
223296,Comcast slamming with fees,04-08-2015,04-Aug-15,8:27:58 AM,Customer Care Call,Jupiter,Florida,33458,Closed,No,Billing/Charges,Unresolved,comcast slamming with fees
266715,fraudulent charges,30-04-2015,30-Apr-15,2:55:51 PM,Customer Care Call,Jupiter,Florida,33478,Closed,No,Billing/Charges,Unresolved,fraudulent charges
337532,Comcast Billing,06-12-2015,06-Dec-15,4:10:54 PM,Customer Care Call,Jupiter,Florida,33477,Open,Yes,Billing/Charges,Unresolved,comcast billing
231757,monopoly,13-04-2015,13-Apr-15,10:44:03 AM,Customer Care Call,Katy,Texas,77493,Closed,No,Other/Technical,Unresolved,monopoly
243779,Comcast billing has caused issues,19-04-2015,19-Apr-15,5:00:21 PM,Customer Care Call,Katy,Texas,77493,Closed,No,Billing/Charges,Unresolved,comcast billing has caused issues
310893,Business practices and customer treatment,28-05-2015,28-May-15,9:40:00 AM,Internet,Katy,Texas,77493,Solved,No,Customer Service,Resolved,business practices and customer treatment
340479,Xfinity not providing service in my portion of the neighborhood,15-06-2015,15-Jun-15,9:30:58 AM,Internet,Katy,Texas,77449,Solved,No,Service/Network,Resolved,xfinity not providing service in my portion of the neighborhood
347357,Comcast customer service and billing service,17-06-2015,17-Jun-15,8:36:07 PM,Customer Care Call,Katy,Texas,77493,Solved,No,Billing/Charges,Resolved,comcast customer service and billing service
359284,Not receiving the speeds promised and the charges are too high.,23-06-2015,23-Jun-15,4:37:17 PM,Customer Care Call,Katy,Texas,77449,Open,No,Billing/Charges,Unresolved,not receiving the speeds promised and the charges are too high
363608,"Internet bill goes up with no cable ""bundle""",24-06-2015,24-Jun-15,10:26:04 PM,Customer Care Call,Katy,Texas,77449,Open,No,Billing/Charges,Unresolved,internet bill goes up with no cable bundle
361000,Significant Quality Loss,24-06-2015,24-Jun-15,9:22:29 AM,Internet,Katy,Texas,77494,Open,No,Other/Technical,Unresolved,significant quality loss
370744,customer services,28-06-2015,28-Jun-15,8:35:47 AM,Customer Care Call,Katy,Texas,77493,Closed,No,Service/Network,Unresolved,customer services
360649,Unfair Billing Practices,24-06-2015,24-Jun-15,12:38:50 AM,Customer Care Call,Keizer,Oregon,97303,Open,No,Billing/Charges,Unresolved,unfair billing practices
320438,service issues,06-03-2015,06-Mar-15,10:18:51 AM,Customer Care Call,Kemah,Texas,77565,Solved,No,Service/Network,Resolved,service issues
360643,Xfinity throttling my connection,24-06-2015,24-Jun-15,12:36:17 AM,Customer Care Call,Kenmore,Washington,98028,Open,No,Other/Technical,Unresolved,xfinity throttling my connection
281374,Service down for 25 days but was never credit it for it,05-08-2015,05-Aug-15,9:03:32 PM,Customer Care Call,Kennesaw,Georgia,30144,Solved,No,Service/Network,Resolved,service down for  days but was never credit it for it
291332,"Comcast Home Business Service - FC Consulting, LLC",15-05-2015,15-May-15,9:56:20 AM,Internet,Kennesaw,Georgia,30144,Solved,No,Service/Network,Resolved,comcast home business service  fc consulting llc
321287,Being charged for modem that was returned over 1 year ago,06-03-2015,06-Mar-15,2:39:41 PM,Internet,Kennesaw,Georgia,30144,Solved,No,Billing/Charges,Resolved,being charged for modem that was returned over  year ago
329445,Comcast Data Cap,06-08-2015,06-Aug-15,7:57:13 PM,Customer Care Call,Kennesaw,Georgia,30144,Solved,No,Other/Technical,Resolved,comcast data cap
359058,Comcast's pricing and bundling model is a monopolized extortion in my area,23-06-2015,23-Jun-15,3:48:06 PM,Customer Care Call,Kennesaw,Georgia,30152,Solved,No,Billing/Charges,Resolved,comcasts pricing and bundling model is a monopolized extortion in my area
361198,Comcast forcing me to pay same rate for lower speed,24-06-2015,24-Jun-15,10:30:13 AM,Internet,Kennesaw,Georgia,30144,Solved,No,Internet Speed,Resolved,comcast forcing me to pay same rate for lower speed
362798,Speeds lower than advertised,24-06-2015,24-Jun-15,4:50:14 PM,Customer Care Call,Kennesaw,Georgia,30144,Open,Yes,Internet Speed,Unresolved,speeds lower than advertised
361585,Comcast Data Cap of 300GB,24-06-2015,24-Jun-15,12:13:21 PM,Internet,Kennesaw,Georgia,30144,Pending,No,Other/Technical,Unresolved,comcast data cap of gb
370771,Data Cap,28-06-2015,28-Jun-15,10:00:18 AM,Customer Care Call,Kennesaw,Georgia,30144,Pending,No,Other/Technical,Unresolved,data cap
318260,Comcast Online Access,06-02-2015,06-Feb-15,9:19:51 AM,Internet,Kensington,Maryland,20895,Closed,No,Other/Technical,Unresolved,comcast online access
255808,availabilty,24-04-2015,24-Apr-15,3:56:45 PM,Internet,Kent,Washington,98030,Closed,No,Other/Technical,Unresolved,availabilty
218889,Wireless Internet,04-06-2015,04-Jun-15,9:58:45 AM,Customer Care Call,Kent,Washington,98032,Closed,No,Other/Technical,Unresolved,wireless internet
371985,No access to HBO Go on Playstation 4 through Comcast,29-06-2015,29-Jun-15,12:10:25 PM,Customer Care Call,Kent,Washington,98031,Pending,No,Other/Technical,Unresolved,no access to hbo go on playstation  through comcast
263777,Very Frequent service outages with Comcast internet,29-04-2015,29-Apr-15,11:48:56 AM,Internet,Key West,Florida,33040,Closed,No,Service/Network,Unresolved,very frequent service outages with comcast internet
279647,Ongoing serious and cotinued internet service outages,05-08-2015,05-Aug-15,8:26:06 AM,Internet,Key West,Florida,33040,Closed,No,Service/Network,Unresolved,ongoing serious and cotinued internet service outages
239198,"Internet problems, billing and service",16-04-2015,16-Apr-15,1:02:11 PM,Customer Care Call,Kimball,Michigan,48074,Closed,No,Billing/Charges,Unresolved,internet problems billing and service
294305,Comcast Blocking HBO Go on Sony PlayStation devices,18-05-2015,18-May-15,12:24:07 AM,Internet,King Of Prussia,Pennsylvania,19406,Pending,No,Other/Technical,Unresolved,comcast blocking hbo go on sony playstation devices
comcas,nd intrenal miscommunication,30-04-2015,30-Apr-15,9:55:33 PM,Customer Care Call,Kingston Springs,Tennessee,37082,Closed,No,Other/Technical,Unresolved,nd intrenal miscommunication
263023,Continued slowness for more than 2 weeks,28-04-2015,28-Apr-15,9:46:20 PM,Internet,Kirkland,Washington,98033,Closed,No,Internet Speed,Unresolved,continued slowness for more than  weeks
265465,Continued slowness for almost 3 weeks,29-04-2015,29-Apr-15,9:23:19 PM,Customer Care Call,Kirkland,Washington,98033,Closed,No,Internet Speed,Unresolved,continued slowness for almost  weeks
267591,Continued slowness for almost 3 weeks,30-04-2015,30-Apr-15,8:40:28 PM,Customer Care Call,Kirkland,Washington,98033,Closed,No,Internet Speed,Unresolved,continued slowness for almost  weeks
359715,Comcast's Constant Manipulation of Bills,23-06-2015,23-Jun-15,6:26:50 PM,Customer Care Call,Kirkland,Washington,98033,Solved,No,Billing/Charges,Resolved,comcasts constant manipulation of bills
368974,False advertising / Bait & Switch,26-06-2015,26-Jun-15,5:28:02 PM,Customer Care Call,Kirkland,Washington,98033,Pending,No,Other/Technical,Unresolved,false advertising  bait  switch
371784,false advertisement for paid service,29-06-2015,29-Jun-15,11:09:55 AM,Customer Care Call,Kissimmee,Florida,34746,Solved,No,Service/Network,Resolved,false advertisement for paid service
344980,Comcast internet,17-06-2015,17-Jun-15,10:32:15 AM,Customer Care Call,Kittery,Maine,3904,Solved,Yes,Other/Technical,Resolved,comcast internet
229529,Comcast Internet and TV false information and false price,04-10-2015,04-Oct-15,5:01:03 PM,Customer Care Call,Knoxville,Tennessee,37920,Closed,No,Other/Technical,Unresolved,comcast internet and tv false information and false price
230159,Comcast data cap / interference with free market,04-10-2015,04-Oct-15,10:38:10 PM,Internet,Knoxville,Tennessee,37920,Closed,No,Other/Technical,Unresolved,comcast data cap  interference with free market
238581,InHome Service Visit charged when the problem was outside of my apartment,16-04-2015,16-Apr-15,8:35:35 AM,Customer Care Call,Knoxville,Tennessee,37923,Closed,No,Billing/Charges,Unresolved,inhome service visit charged when the problem was outside of my apartment
250437,Comcast Internet/Cable TV package,22-04-2015,22-Apr-15,2:46:32 PM,Customer Care Call,Knoxville,Tennessee,37922,Open,No,Other/Technical,Unresolved,comcast internetcable tv package
250811,Comcast internet overage charges,22-04-2015,22-Apr-15,4:46:39 PM,Internet,Knoxville,Tennessee,37914,Closed,No,Billing/Charges,Unresolved,comcast internet overage charges
251498,Unauthorized charge on comcast bill,22-04-2015,22-Apr-15,10:20:39 PM,Customer Care Call,Knoxville,Tennessee,37920,Closed,No,Billing/Charges,Unresolved,unauthorized charge on comcast bill
261845,Data Caps by Comcast,28-04-2015,28-Apr-15,2:57:24 PM,Customer Care Call,Knoxville,Tennessee,37920,Closed,No,Other/Technical,Unresolved,data caps by comcast
273199,COMCAST High speed internet,05-05-2015,05-May-15,10:13:08 AM,Customer Care Call,Knoxville,Tennessee,37920,Open,No,Internet Speed,Unresolved,comcast high speed internet
283247,Fradulant Charges against Credit Report,05-11-2015,05-Nov-15,11:47:20 AM,Customer Care Call,Knoxville,Tennessee,37919,Solved,No,Billing/Charges,Resolved,fradulant charges against credit report
290536,Comcast Data Caps,14-05-2015,14-May-15,4:49:54 PM,Customer Care Call,Knoxville,Tennessee,37938,Solved,No,Other/Technical,Resolved,comcast data caps
290748,Comcast data caps,14-05-2015,14-May-15,5:58:53 PM,Customer Care Call,Knoxville,Tennessee,37923,Solved,No,Other/Technical,Resolved,comcast data caps
290868,Comcast data caps,14-05-2015,14-May-15,6:59:13 PM,Customer Care Call,Knoxville,Tennessee,37921,Solved,No,Other/Technical,Resolved,comcast data caps
294443,Comcast home data usage cap,18-05-2015,18-May-15,9:59:58 AM,Internet,Knoxville,Tennessee,37918,Solved,No,Other/Technical,Resolved,comcast home data usage cap
296767,Unable to obtain Residential Service,19-05-2015,19-May-15,11:52:09 AM,Customer Care Call,Knoxville,Tennessee,37931,Solved,No,Service/Network,Resolved,unable to obtain residential service
303933,Bandwidth Caps.,22-05-2015,22-May-15,4:54:06 PM,Internet,Knoxville,Tennessee,37938,Closed,No,Other/Technical,Unresolved,bandwidth caps
311234,local monopoly,28-05-2015,28-May-15,12:13:08 PM,Customer Care Call,Knoxville,Tennessee,37923,Pending,No,Other/Technical,Unresolved,local monopoly
312049,comcast data plan,28-05-2015,28-May-15,4:30:51 PM,Internet,Knoxville,Tennessee,37932,Pending,No,Other/Technical,Unresolved,comcast data plan
317905,Comcast ISP OIO Violation,06-01-2015,06-Jan-15,9:07:32 PM,Internet,Knoxville,Tennessee,37909,Closed,Yes,Other/Technical,Unresolved,comcast isp oio violation
336573,Comcast Data Cap,06-12-2015,06-Dec-15,11:27:30 AM,Internet,Knoxville,Tennessee,37922,Solved,No,Other/Technical,Resolved,comcast data cap
337290,comcast intrnet,06-12-2015,06-Dec-15,2:56:08 PM,Internet,Knoxville,Tennessee,37909,Solved,No,Other/Technical,Resolved,comcast intrnet
337481,Refusal to Prorate for Services Not Recieved,06-12-2015,06-Dec-15,3:56:55 PM,Internet,Knoxville,Tennessee,37914,Solved,No,Service/Network,Resolved,refusal to prorate for services not recieved
336690,Comcast Data Caps,06-12-2015,06-Dec-15,11:52:00 AM,Customer Care Call,Knoxville,Tennessee,37919,Solved,No,Other/Technical,Resolved,comcast data caps
338930,Data soft cap and charges from Comcast,13-06-2015,13-Jun-15,12:05:30 PM,Customer Care Call,Knoxville,Tennessee,37920,Open,No,Billing/Charges,Unresolved,data soft cap and charges from comcast
338970,Comcast Speed and Cap misinformation,13-06-2015,13-Jun-15,12:43:14 PM,Customer Care Call,Knoxville,Tennessee,37918,Open,No,Internet Speed,Unresolved,comcast speed and cap misinformation
339321,Comcast Excessive Overages,13-06-2015,13-Jun-15,4:32:42 PM,Internet,Knoxville,Tennessee,37912,Solved,No,Other/Technical,Resolved,comcast excessive overages
339351,Comcast Data Caps for Home Internet Service,13-06-2015,13-Jun-15,5:03:10 PM,Internet,Knoxville,Tennessee,37917,Open,No,Service/Network,Unresolved,comcast data caps for home internet service
339600,Comcast,13-06-2015,13-Jun-15,10:20:36 PM,Customer Care Call,Knoxville,Tennessee,37918,Open,No,Other/Technical,Unresolved,comcast
339770,Comcast monthly data usage cap,14-06-2015,14-Jun-15,9:21:34 AM,Customer Care Call,Knoxville,Tennessee,37918,Open,No,Other/Technical,Unresolved,comcast monthly data usage cap
340029,Comcast data limits and overage charges,14-06-2015,14-Jun-15,4:11:14 PM,Internet,Knoxville,Tennessee,37917,Solved,No,Billing/Charges,Resolved,comcast data limits and overage charges
342298,Comcast Data Use Caps,15-06-2015,15-Jun-15,8:19:23 PM,Internet,Knoxville,Tennessee,37914,Open,No,Other/Technical,Unresolved,comcast data use caps
343023,Data Caps,16-06-2015,16-Jun-15,11:48:59 AM,Internet,Knoxville,Tennessee,37923,Open,No,Other/Technical,Unresolved,data caps
348451,Service out/no customer service provided,18-06-2015,18-Jun-15,11:47:15 AM,Customer Care Call,Knoxville,Tennessee,37909,Solved,No,Service/Network,Resolved,service outno customer service provided
353784,Comcast Data Usage,20-06-2015,20-Jun-15,1:09:23 PM,Customer Care Call,Knoxville,Tennessee,37919,Pending,No,Other/Technical,Unresolved,comcast data usage
360167,Forced data capping,23-06-2015,23-Jun-15,9:07:30 PM,Internet,Knoxville,Tennessee,37909,Pending,Yes,Other/Technical,Unresolved,forced data capping
360358,Comcast Costs,23-06-2015,23-Jun-15,10:29:07 PM,Internet,Knoxville,Tennessee,37916,Open,No,Other/Technical,Unresolved,comcast costs
360742,Unfair Billing Practices,24-06-2015,24-Jun-15,2:00:16 AM,Internet,Knoxville,Tennessee,37909,Open,No,Billing/Charges,Unresolved,unfair billing practices
368771,Request to transfer e-mail account from Comcast.,26-06-2015,26-Jun-15,4:20:12 PM,Customer Care Call,Kunkletown,Pennsylvania,10858,Solved,No,Other/Technical,Resolved,request to transfer email account from comcast
356498,Comcast Data Cap,22-06-2015,22-Jun-15,4:37:03 PM,Customer Care Call,La Follette,Tennessee,37766,Solved,No,Other/Technical,Resolved,comcast data cap
215483,complaint against comcast/infinity,04-02-2015,04-Feb-15,9:22:12 PM,Internet,Lafayette,California,94549,Closed,No,Other/Technical,Unresolved,complaint against comcastinfinity
326978,Complaint about service provided by Comcast/Xfinity,06-06-2015,06-Jun-15,4:23:14 PM,Internet,Lafayette,Indiana,47909,Solved,No,Service/Network,Resolved,complaint about service provided by comcastxfinity
366507,Problems with Comcast,25-06-2015,25-Jun-15,5:20:34 PM,Customer Care Call,Lafayette,Indiana,47904,Solved,No,Other/Technical,Resolved,problems with comcast
251408,Service Provided is Not What was Promised,22-04-2015,22-Apr-15,9:20:05 PM,Internet,Lake City,Florida,32025,Closed,No,Service/Network,Unresolved,service provided is not what was promised
305358,Email account removed,24-05-2015,24-May-15,4:02:49 PM,Customer Care Call,Lake City,Florida,32025,Solved,No,Other/Technical,Resolved,email account removed
372351,internet,29-06-2015,29-Jun-15,1:52:24 PM,Internet,Lake Lotwawana,Missouri,64086,Solved,No,Other/Technical,Resolved,internet
342487,Billing fraud by Comcast,15-06-2015,15-Jun-15,11:40:30 PM,Internet,Lake Oswego,Oregon,97035,Solved,No,Billing/Charges,Resolved,billing fraud by comcast
350930,Comcast,19-06-2015,19-Jun-15,1:36:03 AM,Customer Care Call,Lake Station,Indiana,46405,Solved,No,Other/Technical,Resolved,comcast
317426,internet availability for students,06-01-2015,06-Jan-15,4:59:16 PM,Internet,Lake Tapps,Washington,98391,Open,Yes,Other/Technical,Unresolved,internet availability for students
258370,billing,27-04-2015,27-Apr-15,10:38:03 AM,Internet,Lake Worth,Florida,33467,Closed,No,Billing/Charges,Unresolved,billing
301352,Comcast internet,21-05-2015,21-May-15,1:46:25 PM,Internet,Lake Worth,Florida,33461,Solved,No,Other/Technical,Resolved,comcast internet
349083,Comcast Internet Billing,18-06-2015,18-Jun-15,2:27:51 PM,Customer Care Call,Lake Worth,Florida,33467,Open,Yes,Billing/Charges,Unresolved,comcast internet billing
272570,Inability to call 911 service during a power outage,05-04-2015,05-Apr-15,6:32:40 PM,Customer Care Call,Lakewood,Colorado,80227,Solved,No,Service/Network,Resolved,inability to call  service during a power outage
322200,Comcast monopoly hurting my business,06-03-2015,06-Mar-15,7:39:35 PM,Customer Care Call,Lakewood,Colorado,80215,Open,No,Other/Technical,Unresolved,comcast monopoly hurting my business
359672,Comcast-Billing,23-06-2015,23-Jun-15,6:14:10 PM,Internet,Lakewood,Colorado,80214,Solved,No,Billing/Charges,Resolved,comcastbilling
370657,Internet speed not as advertised,27-06-2015,27-Jun-15,11:49:04 PM,Customer Care Call,Lakewood,Colorado,80228,Open,No,Internet Speed,Unresolved,internet speed not as advertised
375292,Underhanded sales techniques,30-06-2015,30-Jun-15,3:59:45 PM,Internet,Lakewood,Colorado,80215,Pending,No,Other/Technical,Unresolved,underhanded sales techniques
360760,Comcast Internet,24-06-2015,24-Jun-15,2:25:45 AM,Internet,Lakewood,Washington,98498,Open,Yes,Other/Technical,Unresolved,comcast internet
224907,Internet/Phone Billing Services,04-08-2015,04-Aug-15,5:14:27 PM,Internet,Lancaster,Pennsylvania,17601,Closed,No,Billing/Charges,Unresolved,internetphone billing services
